X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
89,Blocks,0.5,0,1,0.6666667,1,0.3333333,0.5773503,3
90,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
91,Blocks,6,5,9,7,7,8,2.828427,2
92,Blocks,0.5,-1,6,2.142857,2,5.809524,2.410295,7
93,Blocks,0,-2,5,1,0.5,5.6,2.366432,6
94,Blocks,1,1,6,3,2.5,4.285714,2.070197,8
95,Blocks,2.5,2,6,3.666667,3,4.333333,2.081666,3
96,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
97,Blocks,1,1,1,1,1,0,0,2
98,Blocks,1.5,1,3,2,2,2,1.414214,2
99,Blocks,2.5,2,5,3.333333,3,2.333333,1.527525,3
100,Blocks,0,-1,5,1,0,4.8,2.19089,6
101,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
102,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
103,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2
104,Blocks,0,0,0,0,0,0,0,2
105,Blocks,0.75,0,5,2,1.5,4.666667,2.160247,4
106,Blocks,0.5,0,7,2,1,6,2.44949,7
107,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
108,Blocks,1.5,1,3,2,2,2,1.414214,2
109,Blocks,2.75,2,5,3.5,3.5,4.5,2.12132,2
110,Blocks,0.5,0,2,1,1,2,1.414214,2
111,Blocks,0.5,0,2,1,1,2,1.414214,2
112,Blocks,5.5,1,19,10,10,162,12.72792,2
113,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
114,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
115,Blocks,2,1,3,2.2,2,0.7,0.83666,5
116,Blocks,1,1,62,16.5,1.5,920.3333,30.337,4
117,Blocks,3,2,6,4,4,8,2.828427,2
118,Blocks,21.5,2,80,41,41,3042,55.15433,2
119,Blocks,0.75,0,6,2,1,7.333333,2.708013,4
120,Blocks,0,0,1,0.2,0,0.2,0.4472136,5
121,Blocks,2.75,2,5,3.5,3.5,4.5,2.12132,2
122,Blocks,3.25,3,4,3.5,3.5,0.5,0.7071068,2
123,Blocks,1,0,14,3.4,1,35.3,5.94138,5
124,Blocks,0,0,0,0,0,0,0,3
125,Blocks,1,1,1,1,1,0,0,2
126,Blocks,3.5,3,5,4,4,2,1.414214,2
127,Blocks,13.5,1,51,26,26,1250,35.35534,2
128,Blocks,0.5,0,7,2.666667,1,14.33333,3.785939,3
129,Blocks,3.25,2,7,4.5,4.5,12.5,3.535534,2
130,Blocks,1.75,0,7,3.5,3.5,24.5,4.949747,2
131,Blocks,1,0,4,2,2,8,2.828427,2
132,Blocks,6.75,6,9,7.5,7.5,4.5,2.12132,2
133,Blocks,1.75,1,4,2.5,2.5,1.666667,1.290994,4
134,Blocks,3,2,6,4,4,8,2.828427,2
135,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
136,Blocks,2,1,5,3,3,8,2.828427,2
137,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
138,Blocks,1,0,20,5.166667,1,61.36667,7.833688,6
139,Blocks,2.5,2,4,3,3,2,1.414214,2
140,Blocks,0,0,4,1.25,0.5,3.583333,1.892969,4
141,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
142,Blocks,0.75,0,7,2.5,1.5,9.666667,3.109126,4
143,Blocks,2,2,2,2,2,0,0,2
144,Blocks,0.25,0,3,1.166667,1,1.366667,1.169045,6
145,Blocks,3,3,3,3,3,0,0,2
146,Blocks,6.75,3,18,10.5,10.5,112.5,10.6066,2
147,Blocks,0.5,0,12,4.333333,1,44.33333,6.658328,3
148,Blocks,2.5,1,7,4.25,4.5,7.583333,2.753785,4
149,Blocks,0,0,2,0.6666667,0,1.333333,1.154701,3
150,Blocks,1,1,1,1,1,0,0,2
151,Blocks,0,0,0,0,0,0,0,2
152,Blocks,2,2,2,2,2,0,0,2
153,Blocks,3,0,12,6,6,72,8.485281,2
154,Blocks,1.5,1,4,2.333333,2,2.333333,1.527525,3
155,Blocks,1,0,4,1.5,1,1.9,1.378405,6
156,Blocks,1.5,1,3,2,2,2,1.414214,2
157,Blocks,2,2,7,3.2,2,4.7,2.167948,5
158,Blocks,0,0,0,0,0,0,0,2
159,Blocks,1,0,5,2.333333,2,6.333333,2.516611,3
160,Blocks,0,0,0,0,0,0,0,2
161,Blocks,1.5,1,3,2,2,2,1.414214,2
162,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
163,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2
164,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
165,Blocks,1,1,2,1.333333,1,0.3333333,0.5773503,3
166,Blocks,11.25,0,45,22.5,22.5,1012.5,31.81981,2
167,Blocks,0.5,0,2,1,1,1,1,3
168,Blocks,0,0,0,0,0,0,0,2
169,Blocks,1,0,40,8.8,1,304.7,17.45566,5
170,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
171,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
172,Blocks,0,0,24,5.4,1,108.8,10.43072,5
173,Blocks,0.75,0,54,14.25,1.5,702.9167,26.51258,4
174,Blocks,1,0,3,1.8,2,1.7,1.30384,5
175,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
176,Blocks,1.5,1,4,2.333333,2,2.333333,1.527525,3
177,Blocks,0,0,3,1,0.5,2,1.414214,4
178,Blocks,1.75,1,83,22,2,1654,40.6694,4
179,Blocks,2,2,5,3,2,3,1.732051,3
180,Blocks,0.5,0,2,1,1,1,1,3
181,Blocks,0.5,0,6,2.333333,1,10.33333,3.21455,3
182,Blocks,0.5,0,2,1,1,2,1.414214,2
183,Blocks,1,0,4,2,2,8,2.828427,2
184,Blocks,0.25,0,7,2,1.5,6.8,2.607681,6
185,Blocks,18.25,1,70,35.5,35.5,2380.5,48.79037,2
186,Blocks,0.75,0,7,3,2.5,10,3.162278,4
187,Blocks,8.25,6,20,12.5,12,39,6.244998,4
188,Blocks,2.5,1,7,4,4,18,4.242641,2
189,Blocks,0,0,2,0.6666667,0,1.333333,1.154701,3
190,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
191,Blocks,8,1,29,15,15,392,19.79899,2
192,Blocks,0.75,0,4,1.75,1.5,2.916667,1.707825,4
193,Blocks,0,0,5,1.25,1,2.204545,1.484771,12
194,Blocks,1.5,1,3,2,2,2,1.414214,2
195,Blocks,0,0,0,0,0,0,0,2
196,Blocks,0,0,4,1.333333,0,5.333333,2.309401,3
197,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
198,Blocks,3,3,3,3,3,0,0,2
199,Blocks,0.5,0,1,0.6666667,1,0.3333333,0.5773503,3
200,Blocks,0,0,0,0,0,0,0,2
201,Blocks,1,0,4,2,2,8,2.828427,2
202,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
203,Blocks,0,0,6,2,1,8,2.828427,4
204,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
205,Blocks,1,1,1,1,1,0,0,2
206,Blocks,26,1,101,51,51,5000,70.71068,2
207,Blocks,1.5,-1,10,4.333333,4,30.33333,5.507571,3
208,Blocks,21,3,75,39,39,2592,50.91169,2
209,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
210,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
211,Blocks,18.75,11,42,26.5,26.5,480.5,21.92031,2
212,Blocks,2.25,0,9,4.5,4.5,40.5,6.363961,2
213,Blocks,0.75,0,2,1,1,0.6666667,0.8164966,4
214,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
215,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
216,Blocks,8.25,3,24,13.5,13.5,220.5,14.84924,2
217,Blocks,0,0,0,0,0,0,0,2
218,Blocks,7.75,1,28,14.5,14.5,364.5,19.09188,2
219,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2
220,Blocks,1,1,2,1.333333,1,0.3333333,0.5773503,3
221,Blocks,0.5,0,2,1,1,2,1.414214,2
222,Blocks,1,0,40,6.666667,2,167.25,12.93252,9
223,Blocks,4.5,3,9,6,6,18,4.242641,2
224,Blocks,1,1,1,1,1,0,0,2
225,Blocks,2,0,7,2.6,2,6.8,2.607681,5
226,Blocks,1,0,9,3.666667,2,22.33333,4.725816,3
227,Blocks,1,1,3,1.714286,2,0.5714286,0.7559289,7
228,Blocks,3,2,6,4,4,8,2.828427,2
229,Blocks,1,1,1,1,1,0,0,2
230,Blocks,1,1,10,4,1,27,5.196152,3
231,Blocks,0,0,3,1,0.5,2,1.414214,4
232,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
233,Blocks,10.5,6,24,15,15,162,12.72792,2
234,Blocks,3.25,0,13,6.5,6.5,84.5,9.192388,2
235,Blocks,1,1,2,1.333333,1,0.3333333,0.5773503,3
236,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
237,Blocks,1,1,56,12.6,1,590.3,24.29609,5
238,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2
239,Blocks,0.25,0,4,1.666667,1.5,2.666667,1.632993,6
240,Blocks,1,1,1,1,1,0,0,2
241,Blocks,2.75,0,11,5.5,5.5,60.5,7.778175,2
242,Blocks,1.5,0,5,2.25,2,4.25,2.061553,4
243,Blocks,1,0,5,2,2,3.5,1.870829,5
244,Blocks,1.5,0,6,3,3,18,4.242641,2
245,Blocks,0,0,3,1,1,1.5,1.224745,5
246,Blocks,0,0,0,0,0,0,0,2
247,Blocks,9,9,9,9,9,0,0,2
248,Blocks,-0.5,-1,1,0,0,2,1.414214,2
249,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
250,Blocks,9,6,18,12,12,72,8.485281,2
251,Blocks,4.25,2,11,6.5,6.5,40.5,6.363961,2
252,Blocks,13.75,3,46,24.5,24.5,924.5,30.40559,2
253,Blocks,8.25,1,30,15.5,15.5,420.5,20.5061,2
254,Blocks,0.5,0,17,6,1,91,9.539392,3
255,Blocks,10.5,1,39,20,20,722,26.87006,2
256,Blocks,2.5,2,4,3,3,2,1.414214,2
257,Blocks,7,5,13,9,9,32,5.656854,2
258,Blocks,1,1,51,17.66667,1,833.3333,28.86751,3
259,Blocks,1.5,1,8,3.666667,2,14.33333,3.785939,3
260,Blocks,4.25,3,8,5.5,5.5,12.5,3.535534,2
261,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
262,Blocks,7.25,0,29,14.5,14.5,420.5,20.5061,2
263,Blocks,5,5,5,5,5,0,0,2
264,Blocks,3,1,5,3.666667,5,5.333333,2.309401,3
265,Blocks,8.75,0,35,17.5,17.5,612.5,24.74874,2
266,Blocks,2,0,13,5.666667,4,44.33333,6.658328,3
267,Blocks,8.5,1,31,16,16,450,21.2132,2
268,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
269,Blocks,27,1,105,53,53,5408,73.53911,2
270,Blocks,0,0,1,0.3333333,0,0.3333333,0.5773503,3
271,Blocks,2,1,4,2.666667,3,2.333333,1.527525,3
272,Blocks,1.5,0,5,2.666667,3,6.333333,2.516611,3
273,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2
274,Blocks,1,1,1,1,1,0,0,2
275,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
276,Blocks,0.25,0,12,3.833333,2,22.96667,4.792355,6
277,Blocks,2,2,2,2,2,0,0,2
278,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2
279,Blocks,1.5,1,5,2.666667,2,4.333333,2.081666,3
280,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
281,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
282,Blocks,6.25,5,10,7.5,7.5,12.5,3.535534,2
283,Blocks,1,0,62,21.33333,2,1241.333,35.23256,3
284,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
285,Blocks,0,0,0,0,0,0,0,2
286,Blocks,2,1,5,3,3,8,2.828427,2
287,Blocks,5,1,17,9,9,128,11.31371,2
288,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
289,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2
290,Blocks,15,4,48,26,26,968,31.1127,2
291,Blocks,1.5,1,4,2.333333,2,2.333333,1.527525,3
292,Blocks,5,5,5,5,5,0,0,2
293,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
294,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
295,Blocks,1,1,2,1.25,1,0.25,0.5,4
296,Blocks,0.5,0,2,1,1,1,1,3
297,Blocks,0,0,1,0.625,1,0.2678571,0.5175492,8
298,Blocks,1,-1,32,7.5,1,162.3,12.7397,6
299,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
300,Blocks,1,0,4,2,2,4,2,3
301,Blocks,1,0,6,2,1.5,4.4,2.097618,6
302,Blocks,0,0,4,1.333333,0,5.333333,2.309401,3
303,Blocks,1,1,1,1,1,0,0,2
304,Blocks,3,1,9,5,5,32,5.656854,2
305,Blocks,0,0,0,0,0,0,0,2
306,Blocks,1,0,4,1.666667,1,2,1.414214,9
307,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
308,Blocks,1.5,1,3,2,2,2,1.414214,2
309,Blocks,0.75,0,2,1.25,1.5,0.9166667,0.9574271,4
310,Blocks,1.5,1,2,1.666667,2,0.3333333,0.5773503,3
311,Blocks,2.75,1,8,4.5,4.5,24.5,4.949747,2
312,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
313,Blocks,7,0,28,14,14,392,19.79899,2
314,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
315,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
316,Blocks,0,0,0,0,0,0,0,2
317,Blocks,0,0,4,1.2,1,2.7,1.643168,5
318,Blocks,0,0,0,0,0,0,0,2
319,Blocks,0,0,2,0.6,0,0.8,0.8944272,5
320,Blocks,1.25,0,5,2.5,2.5,12.5,3.535534,2
321,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
322,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
323,Blocks,0.75,0,2,1,1,0.6666667,0.8164966,4
324,Blocks,0,0,3,1,1,0.875,0.9354143,17
325,Blocks,2.75,0,11,5.5,5.5,60.5,7.778175,2
326,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
327,Blocks,1,0,4,1.857143,1,2.142857,1.46385,7
328,Blocks,1.25,0,5,2.5,2.5,12.5,3.535534,2
329,Blocks,1,1,1,1,1,0,0,2
330,Blocks,1,1,1,1,1,0,0,2
331,Blocks,0,0,0,0,0,0,0,2
332,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2
333,Blocks,0,0,0,0,0,0,0,2
334,Blocks,1,1,3,1.666667,1,1.333333,1.154701,3
335,Blocks,1.5,1,3,2,2,2,1.414214,2
336,Blocks,0,0,0,0,0,0,0,2
337,Blocks,3,3,3,3,3,0,0,2
338,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
339,Blocks,2,2,4,2.666667,2,1.333333,1.154701,3
340,Blocks,1.25,0,5,2.5,2.5,12.5,3.535534,2
341,Blocks,3.5,1,11,6,6,50,7.071068,2
342,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
343,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
344,Blocks,3.75,1,12,6.5,6.5,60.5,7.778175,2
345,Blocks,3.25,2,7,4.5,4.5,12.5,3.535534,2
346,Blocks,1,1,1,1,1,0,0,2
347,Blocks,0.5,0,2,1,1,2,1.414214,2
348,Blocks,1,1,3,1.666667,1,1.333333,1.154701,3
349,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
350,Blocks,1,0,230,30.125,1,6524.696,80.77559,8
351,Blocks,1,1,1,1,1,0,0,2
352,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
353,Blocks,2.5,1,7,4,4,18,4.242641,2
354,Blocks,4.25,0,17,8.5,8.5,144.5,12.02082,2
355,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
356,Blocks,0.5,0,2,1,1,2,1.414214,2
357,Blocks,9.5,0,38,19,19,722,26.87006,2
358,Blocks,1,0,3,1.666667,2,2.333333,1.527525,3
359,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
360,Blocks,1,1,1,1,1,0,0,2
361,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
362,Blocks,5,5,5,5,5,0,0,2
363,Blocks,1,0,4,1.4,1,2.3,1.516575,5
364,Blocks,0,0,0,0,0,0,0,2
365,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
366,Blocks,2.5,2,4,3,3,2,1.414214,2
367,Blocks,0.5,0,2,1,1,1,1,3
368,Blocks,1.5,1,3,2,2,2,1.414214,2
369,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
370,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
371,Blocks,3,1,9,5,5,32,5.656854,2
372,Blocks,1,1,3,1.75,1.5,0.9166667,0.9574271,4
373,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
374,Blocks,-1,-2,2,0,0,4,2,3
375,Blocks,2,2,2,2,2,0,0,2
376,Blocks,1,1,1,1,1,0,0,2
377,Blocks,0,0,18,5,1,76,8.717798,4
378,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
379,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
380,Blocks,1,0,4,2,2,8,2.828427,2
381,Blocks,2,2,2,2,2,0,0,2
382,Blocks,53,53,53,53,53,0,0,2
383,Blocks,1,0,4,2,2,8,2.828427,2
384,Blocks,0,0,0,0,0,0,0,2
385,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
386,Blocks,3.25,2,7,4.5,4.5,12.5,3.535534,2
387,Blocks,0.5,0,2,1,1,2,1.414214,2
388,Blocks,2.5,1,7,4,4,18,4.242641,2
389,Blocks,0.5,0,2,1,1,2,1.414214,2
390,Blocks,8.5,8,10,9,9,2,1.414214,2
391,Blocks,0,0,0,0,0,0,0,2
392,Blocks,0.5,0,2,1,1,2,1.414214,2
393,Blocks,1,1,3,2,2,1.333333,1.154701,4
394,Blocks,1,1,1,1,1,0,0,2
395,Blocks,0,0,0,0,0,0,0,2
396,Blocks,50.5,7,181,94,94,15138,123.0366,2
397,Blocks,0.75,0,4,1.25,1,1.4,1.183216,16
398,Blocks,0.5,0,2,1,1,2,1.414214,2
399,Blocks,0.5,0,2,1,1,1,1,3
400,Blocks,10.75,7,22,14.5,14.5,112.5,10.6066,2
401,Blocks,1,1,3,1.666667,1,1.333333,1.154701,3
402,Blocks,14.5,2,52,27,27,1250,35.35534,2
403,Blocks,3.5,3,5,4,4,2,1.414214,2
404,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
405,Blocks,1,1,3,1.666667,1,1.333333,1.154701,3
406,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
407,Blocks,0.5,0,2,1,1,2,1.414214,2
408,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
409,Blocks,0,0,0,0,0,0,0,2
410,Blocks,0.5,0,2,1,1,1,1,3
411,Blocks,1.5,1,3,2,2,2,1.414214,2
412,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
413,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
414,Blocks,0,0,4,1.4,1,2.8,1.67332,5
415,Blocks,2,1,5,3,3,8,2.828427,2
416,Blocks,2.75,0,11,5.5,5.5,60.5,7.778175,2
417,Blocks,0.5,0,2,1,1,2,1.414214,2
418,Blocks,2.75,0,11,5.5,5.5,60.5,7.778175,2
419,Blocks,1.5,1,3,2,2,1,1,3
420,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
421,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
422,Blocks,1,0,13,5,2,49,7,3
423,Blocks,3.75,3,6,4.5,4.5,4.5,2.12132,2
424,Blocks,-0.5,-1,1,0,0,2,1.414214,2
425,Blocks,1.5,1,3,2,2,2,1.414214,2
426,Blocks,1.5,0,4,2.333333,3,4.333333,2.081666,3
427,Blocks,0.75,0,2,1.25,1.5,0.9166667,0.9574271,4
428,Blocks,7.75,0,31,15.5,15.5,480.5,21.92031,2
429,Blocks,0,0,4,1,0,4,2,4
430,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
431,Blocks,1,1,1,1,1,0,0,4
432,Blocks,0,0,0,0,0,0,0,2
433,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2
434,Blocks,0,0,0,0,0,0,0,2
435,Blocks,0,0,3,0.8,0,1.7,1.30384,5
436,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
437,Blocks,2,2,3,2.2,2,0.2,0.4472136,5
438,Blocks,1.5,1,3,2,2,2,1.414214,2
439,Blocks,3,1,12,6,5,31,5.567764,3
440,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
441,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2
442,Blocks,2,1,5,3,3,8,2.828427,2
443,Blocks,0,0,0,0,0,0,0,2
444,Blocks,1,1,1,1,1,0,0,2
445,Blocks,1,0,4,2,2,8,2.828427,2
446,Blocks,0,0,0,0,0,0,0,3
447,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2
448,Blocks,0.75,0,1,0.75,1,0.25,0.5,4
449,Blocks,1.5,1,3,2,2,2,1.414214,2
450,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2
451,Blocks,23,3,83,43,43,3200,56.56854,2
452,Blocks,1.5,1,3,2,2,2,1.414214,2
453,Blocks,1,1,1,1,1,0,0,2
454,Blocks,3,3,3,3,3,0,0,2
455,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2
456,Blocks,1,1,1,1,1,0,0,2
457,Blocks,4,4,4,4,4,0,0,2
458,Blocks,0,0,0,0,0,0,0,2
459,Blocks,2.5,2,4,3,3,2,1.414214,2
460,Blocks,0.5,0,2,1,1,2,1.414214,2
